Season,Team,Wins,Losses,Win/Loss %,Avg Pts,Opp Avg Pts,SRS
2016,Milwaukee Bucks,102.3,99.1,106.5,102.7,98.3,98.2
2016,Miami Heat*,98.4,99.2,102.5,100.7,100.5,101.4
2016,Atlanta Hawks*,103.1,104.6,103.7,103.2,101.1,106.0
2016,Charlotte Hornets*,107.6,104.1,92.9,102.9,100.2,104.3
2016,Washington Wizards,102.6,101.3,106.4,95.9,109.1,105.0
2016,Orlando Magic,106.5,106.0,107.5,106.9,98.2,102.5
2016,Western Conference,101.1,106.0,107.6,98.3,100.5,101.4
2016,Oklahoma City Thunder*,103.1,103.2,98.4,99.2,100.7,104.6
2016,Portland Trail Blazers*,103.7,102.9,104.3,95.9,105.0,106.0
2016,Utah Jazz,104.1,100.2,109.1,107.5,106.9,92.9
2016,Denver Nuggets,102.6,101.3,106.4,106.5,5.45,4.08
2016,Minnesota Timberwolves,1.50,3.49,2.84,2.36,1.62,0.43
2016,Golden State Warriors*,-1.46,-0.50,-1.68,-3.98,-2.74,-7.12
2016,Los Angeles Clippers*,-9.92,10.38,10.28,7.09,4.13,0.98
2016,Sacramento Kings,-0.02,-2.14,0.34,1.84,-2.32,-2.81
2016,Phoenix Suns,-3.56,-3.38,-6.32,-8.92,4.08,2.84
2016,Los Angeles Lakers,-2.74,-7.12,-9.92,5.45,1.62,0.43
2016,San Antonio Spurs*,-1.46,-3.98,1.50,3.49,2.36,-0.50
2016,Dallas Mavericks*,-1.68,7.09,0.98,1.84,-2.81,-3.38
2016,Memphis Grizzlies*,10.38,4.13,-2.32,-6.32,-8.92,10.28
2016,Houston Rockets*,-0.02,-2.14,0.34,-3.56,10.28,10.38
2017,Boston Celtics*,53,51,51,49,43,42
2017,Cleveland Cavaliers*,42,41,41,37,36,31
2017,Toronto Raptors*,29,28,20,67,61,55
2017,Washington Wizards*,51,51,47,43,41,40
2017,Atlanta Hawks*,34,33,32,31,26,24
2017,Milwaukee Bucks*,53,51,31,28,20,51
2017,Indiana Pacers*,42,42,41,37,49,43
2017,Chicago Bulls*,41,36,29,51,47,41
2017,Miami Heat,40,31,67,51,32,26
2017,Detroit Pistons,24,61,55,43,34,33
2017,Charlotte Hornets,67,61,29,31,31,33
2017,New York Knicks,39,40,40,41,41,45
2017,Orlando Magic,46,51,53,54,62,15
2017,Philadelphia 76ers,21,27,31,31,35,39
2017,Brooklyn Nets,41,42,48,49,50,51
2017,Golden State Warriors*,56,58,29,31,51,54
2017,San Antonio Spurs*,62,31,40,40,41,45
2017,Houston Rockets*,33,39,41,46,53,31
2017,Los Angeles Clippers*,35,41,42,51,15,31
2017,Utah Jazz*,50,56,58,21,27,39
2017,Oklahoma City Thunder*,48,49,15,21,.646,.622
2017,Memphis Grizzlies*,.622,.598,.524,.512,.512,.500
2017,Portland Trail Blazers*,.500,.451,.439,.378,.354,.341
2017,Denver Nuggets,.244,.817,.744,.671,.622,.622
2017,New Orleans Pelicans,.573,.524,.500,.488,.415,.402
2017,Dallas Mavericks,.390,.378,.317,.293,.646,.622
2017,Sacramento Kings,.378,.341,.244,.622,.512,.512
2017,Minnesota Timberwolves,.500,.451,.598,.524,.500,.439
2017,Los Angeles Lakers,.354,.622,.573,.500,.488,.378
2017,Phoenix Suns,.817,.622,.390,.317,.293,.744
2017,Eastern Conference,.671,.524,.415,.402,108.0,110.3
2017,Boston Celtics*,106.9,109.2,103.2,103.6,105.1,102.9
2017,Toronto Raptors*,103.2,101.3,104.9,104.3,101.1,102.4
2017,New York Knicks,105.8,115.9,105.3,115.3,108.7,100.7
2017,Philadelphia 76ers,106.6,100.5,107.9,111.7,104.3,97.9
2017,Brooklyn Nets,102.8,105.6,104.6,107.7,108.0,106.9
2017,Cleveland Cavaliers*,104.3,102.4,105.8,110.3,103.6,105.1
2017,Milwaukee Bucks*,102.9,101.3,109.2,103.2,103.2,104.9
2017,Indiana Pacers*,101.1,100.7,106.6,107.9,111.7,105.6
2017,Chicago Bulls*,115.9,108.7,102.8,104.6,107.7,105.3
2017,Detroit Pistons,115.3,100.5,104.3,97.9,105.4,107.2
2017,Washington Wizards*,102.6,107.4,104.0,103.8,105.3,102.4
2017,Atlanta Hawks*,102.1,102.5,104.7,108.0,107.6,108.1
2017,Miami Heat,112.5,104.3,98.1,109.6,104.4,96.8
2017,Charlotte Hornets,105.8,100.0,108.5,111.2,106.4,100.8
2017,Orlando Magic,106.7,106.7,111.5,113.3,105.4,102.6
2017,Western Conference,108.0,108.1,112.5,107.2,103.8,105.3
2017,Utah Jazz*,102.4,102.5,107.4,104.0,102.1,104.7
2017,Oklahoma City Thunder*,107.6,96.8,105.8,108.5,111.2,106.7
2017,Portland Trail Blazers*,104.3,104.4,106.7,111.5,113.3,98.1
2017,Denver Nuggets,109.6,100.0,106.4,100.8,2.25,2.87
2017,Minnesota Timberwolves,3.65,1.36,-1.23,-0.45,-0.64,0.03
2017,Golden State Warriors*,0.77,-1.29,-0.07,-3.87,-6.61,-5.83
2017,Los Angeles Clippers*,-6.74,11.35,7.13,5.84,4.42,4.00
2017,Sacramento Kings,1.14,0.96,-0.23,0.70,-1.69,-2.53
2017,Los Angeles Lakers,-3.29,-0.64,-6.29,-5.14,2.25,3.65
2017,Phoenix Suns,-3.87,-5.83,-6.74,2.87,-0.45,-0.64
2017,San Antonio Spurs*,0.03,-1.29,1.36,-1.23,0.77,-0.07
2017,Houston Rockets*,-6.61,4.00,1.14,-0.23,0.70,-0.64
2017,Memphis Grizzlies*,11.35,4.42,-3.29,-6.29,-5.14,7.13
2017,New Orleans Pelicans,5.84,0.96,-1.69,-2.53,11.35,7.13
2018,Toronto Raptors*,59,55,52,50,48,44
2018,Boston Celtics*,44,43,39,36,29,28
2018,Philadelphia 76ers*,27,25,24,65,58,49
2018,Cleveland Cavaliers*,48,48,48,47,47,46
2018,Indiana Pacers*,42,35,27,24,22,21
2018,Miami Heat*,59,55,52,29,28,50
2018,Milwaukee Bucks*,48,44,39,27,44,43
2018,Washington Wizards*,36,25,24,49,48,48
2018,Detroit Pistons,47,46,58,42,35,27
2018,Charlotte Hornets,21,65,48,47,24,22
2018,New York Knicks,65,59,23,27,30,32
2018,Brooklyn Nets,34,38,38,39,43,46
2018,Chicago Bulls,53,54,55,57,58,17
2018,Orlando Magic,24,33,34,34,34,35
2018,Atlanta Hawks,35,36,40,47,55,58
2018,Houston Rockets*,60,61,23,27,30,53
2018,Golden State Warriors*,54,32,34,38,43,55
2018,Portland Trail Blazers*,38,39,46,57,58,33
2018,Oklahoma City Thunder*,34,34,35,36,24,40
2018,Utah Jazz*,47,55,61,17,34,35
2018,New Orleans Pelicans*,58,60,17,23,.720,.671
2018,San Antonio Spurs*,.634,.610,.585,.537,.537,.524
2018,Minnesota Timberwolves*,.476,.439,.354,.341,.329,.305
2018,Denver Nuggets,.293,.793,.707,.598,.585,.585
2018,Los Angeles Clippers,.585,.573,.573,.561,.512,.427
2018,Los Angeles Lakers,.329,.293,.268,.256,.720,.671
2018,Sacramento Kings,.634,.354,.341,.610,.585,.537
2018,Dallas Mavericks,.476,.329,.537,.524,.439,.305
2018,Memphis Grizzlies,.293,.598,.585,.585,.573,.561
2018,Phoenix Suns,.707,.512,.427,.329,.256,.793
2018,Eastern Conference,.585,.573,.293,.268,111.7,104.0
2018,Toronto Raptors*,109.8,110.9,105.6,103.4,106.5,106.6
2018,Boston Celtics*,103.8,108.2,104.5,106.6,102.9,103.4
2018,Philadelphia 76ers*,103.4,112.4,113.5,105.6,107.9,104.1
2018,New York Knicks,111.7,102.7,109.5,110.0,109.0,108.1
2018,Brooklyn Nets,98.8,102.3,99.3,103.9,111.7,104.0
2018,Cleveland Cavaliers*,109.8,104.5,106.6,110.9,105.6,106.5
2018,Indiana Pacers*,103.8,102.9,103.4,106.6,108.2,103.4
2018,Milwaukee Bucks*,103.4,105.6,107.9,104.1,109.5,110.0
2018,Detroit Pistons,113.5,109.0,108.1,98.8,103.9,112.4
2018,Chicago Bulls,111.7,102.7,102.3,99.3,103.9,100.4
2018,Miami Heat*,105.3,109.9,104.2,102.9,106.8,106.0
2018,Washington Wizards*,103.9,108.0,108.0,110.3,110.0,108.2
2018,Charlotte Hornets,108.8,103.9,107.5,103.0,104.4,99.8
2018,Orlando Magic,110.4,99.8,107.3,108.5,109.0,109.6
2018,Atlanta Hawks,105.8,105.4,105.5,113.3,103.9,100.4
2018,Western Conference,105.3,108.0,110.3,109.9,104.2,106.8
2018,Portland Trail Blazers*,103.9,110.0,102.9,106.0,108.0,108.2
2018,Oklahoma City Thunder*,108.8,103.0,104.4,99.8,107.3,108.5
2018,Utah Jazz*,107.5,109.0,109.6,105.8,113.3,103.9
2018,Minnesota Timberwolves*,110.4,99.8,105.4,105.5,7.29,3.23
2018,Denver Nuggets,4.30,0.59,1.18,0.15,-0.45,0.53
2018,Golden State Warriors*,-0.26,0.07,-3.53,-3.67,-6.84,-4.92
2018,Los Angeles Clippers,-5.30,8.21,5.79,2.60,3.42,4.47
2018,Los Angeles Lakers,1.48,2.89,2.35,1.57,0.15,-1.44
2018,Sacramento Kings,-6.60,-2.70,-5.81,-8.80,7.29,3.23
2018,Phoenix Suns,4.30,-3.53,-3.67,0.59,1.18,-0.45
2018,Houston Rockets*,-0.26,-6.84,0.15,0.53,0.07,-4.92
2018,New Orleans Pelicans*,-5.30,2.60,3.42,4.47,2.35,1.57
2018,San Antonio Spurs*,5.79,0.15,-1.44,-6.60,-8.80,8.21
2018,Dallas Mavericks,1.48,2.89,-2.70,-5.81,8.21,7.29
2019,Milwaukee Bucks*,60,58,51,49,48,42
2019,Toronto Raptors*,42,41,39,39,32,29
2019,Philadelphia 76ers*,22,19,17,57,54,53
2019,Boston Celtics*,53,50,49,48,48,39
2019,Indiana Pacers*,37,36,33,33,33,19
2019,Brooklyn Nets*,58,51,49,42,17,60
2019,Orlando Magic*,48,41,22,19,42,39
2019,Detroit Pistons*,39,32,29,54,53,50
2019,Charlotte Hornets,49,36,57,48,39,37
2019,Miami Heat,19,53,48,33,33,33
2019,Washington Wizards,60,57,22,24,31,33
2019,Atlanta Hawks,34,40,40,41,43,43
2019,Chicago Bulls,50,53,60,63,65,25
2019,Cleveland Cavaliers,28,29,29,32,33,34
2019,New York Knicks,34,43,45,46,49,49
2019,Golden State Warriors*,49,63,24,31,33,40
2019,Denver Nuggets*,65,22,34,41,60,63
2019,Portland Trail Blazers*,40,43,43,50,53,28
2019,Houston Rockets*,29,32,33,46,25,34
2019,Utah Jazz*,43,45,63,29,34,49
2019,Oklahoma City Thunder*,49,49,22,25,.732,.707
2019,San Antonio Spurs*,.622,.598,.585,.512,.512,.500
2019,Los Angeles Clippers*,.476,.476,.390,.354,.268,.232
2019,Sacramento Kings,.207,.695,.659,.646,.646,.610
2019,Los Angeles Lakers,.598,.585,.585,.476,.451,.439
2019,Minnesota Timberwolves,.402,.402,.402,.232,.707,.622
2019,Memphis Grizzlies,.598,.512,.207,.732,.585,.500
2019,New Orleans Pelicans,.268,.232,.512,.476,.476,.390
2019,Dallas Mavericks,.354,.659,.646,.610,.598,.439
2019,Phoenix Suns,.695,.585,.476,.451,.232,.646
2019,Eastern Conference,.585,.402,.402,.402,118.1,114.4
2019,Toronto Raptors*,115.2,112.4,108.0,112.2,107.3,107.0
2019,Philadelphia 76ers*,110.7,105.7,114.0,113.3,104.9,104.5
2019,Boston Celtics*,104.6,117.7,110.7,114.7,113.9,111.7
2019,Brooklyn Nets*,114.5,111.7,115.1,114.2,111.8,112.5
2019,New York Knicks,103.5,115.4,108.9,107.5,114.4,115.2
2019,Milwaukee Bucks*,112.4,112.2,104.6,118.1,108.0,107.0
2019,Indiana Pacers*,104.9,104.5,107.3,110.7,105.7,114.0
2019,Detroit Pistons*,113.3,110.7,114.7,111.7,114.5,112.5
2019,Chicago Bulls,117.7,115.1,114.2,111.8,107.5,113.9
2019,Cleveland Cavaliers,111.7,103.5,115.4,108.9,109.3,108.4
2019,Orlando Magic*,112.5,108.0,104.7,112.3,106.6,107.3
2019,Charlotte Hornets,111.8,105.9,116.9,119.4,113.4,114.1
2019,Miami Heat,113.8,111.2,106.7,110.5,109.1,106.5
2019,Washington Wizards,111.1,110.0,114.3,115.3,113.5,114.0
2019,Atlanta Hawks,106.1,116.8,110.1,116.8,108.4,112.5
2019,Western Conference,108.0,112.3,113.8,109.3,104.7,107.3
2019,Denver Nuggets*,113.4,114.1,106.6,111.8,105.9,116.9
2019,Portland Trail Blazers*,119.4,106.7,110.5,106.5,111.1,114.0
2019,Utah Jazz*,111.2,114.3,115.3,113.5,116.8,109.1
2019,Oklahoma City Thunder*,110.0,106.1,116.8,110.1,8.04,5.49
2019,Minnesota Timberwolves,2.25,3.90,2.76,-0.40,0.28,-0.56
2019,Golden State Warriors*,-1.32,-0.45,-3.30,-6.06,-8.32,-9.39
2019,Los Angeles Clippers*,-8.93,6.42,4.19,4.43,4.96,5.28
2019,Sacramento Kings,3.56,1.80,1.09,-0.81,-1.33,-1.02
2019,Los Angeles Lakers,-2.08,-1.10,-0.87,-8.61,5.49,2.25
2019,Phoenix Suns,3.90,-0.40,-8.93,8.04,2.76,-0.56
2019,Houston Rockets*,-8.32,-9.39,0.28,-1.32,-0.45,-3.30
2019,San Antonio Spurs*,-6.06,4.19,4.43,5.28,3.56,-1.02
2019,Memphis Grizzlies,6.42,1.09,-0.81,-1.33,-8.61,4.96
2019,New Orleans Pelicans,1.80,-2.08,-1.10,-0.87,8.04,6.42
2020,Milwaukee Bucks*,56,53,48,45,44,43
2020,Toronto Raptors*,35,33,23,25,22,21
2020,Boston Celtics*,20,20,19,52,49,46
2020,Indiana Pacers*,44,44,44,43,35,34
2020,Miami Heat*,34,32,31,30,19,15
2020,Philadelphia 76ers*,53,48,43,35,21,56
2020,Brooklyn Nets*,45,22,20,19,44,33
2020,Orlando Magic*,23,25,20,46,44,44
2020,Charlotte Hornets,35,19,52,49,34,31
2020,Washington Wizards,15,44,43,34,32,30
2020,Chicago Bulls,56,48,17,19,24,28
2020,New York Knicks,29,30,37,40,42,47
2020,Detroit Pistons,43,45,46,47,46,19
2020,Atlanta Hawks,23,27,28,28,28,32
2020,Cleveland Cavaliers,39,39,39,39,41,42
2020,Los Angeles Lakers*,45,50,19,24,30,37
2020,Los Angeles Clippers*,45,17,28,43,46,46
2020,Denver Nuggets*,29,40,42,47,47,27
2020,Houston Rockets*,28,28,39,45,19,23
2020,Oklahoma City Thunder*,39,41,50,28,32,39
2020,Utah Jazz*,39,42,17,24,.767,.736
2020,Dallas Mavericks*,.667,.616,.603,.589,.486,.452
2020,Portland Trail Blazers*,.354,.347,.338,.318,.303,.299
2020,Memphis Grizzlies,.292,.732,.681,.630,.611,.611
2020,Phoenix Suns,.611,.573,.473,.466,.466,.451
2020,San Antonio Spurs,.431,.417,.297,.231,.736,.667
2020,Sacramento Kings,.589,.486,.318,.767,.616,.338
2020,New Orleans Pelicans,.303,.292,.603,.452,.354,.347
2020,Minnesota Timberwolves,.299,.630,.611,.611,.473,.297
2020,Golden State Warriors,.732,.681,.466,.431,.231,.611
2020,Eastern Conference,.573,.466,.451,.417,118.7,112.8
2020,Toronto Raptors*,113.7,109.4,112.0,110.7,111.8,107.3
2020,Boston Celtics*,102.9,114.4,106.8,105.8,107.2,111.8
2020,Philadelphia 76ers*,106.9,113.4,116.3,111.3,117.8,110.4
2020,Brooklyn Nets*,111.3,117.0,115.0,112.6,113.6,114.1
2020,New York Knicks,110.1,115.8,113.3,106.3,112.8,113.7
2020,Milwaukee Bucks*,110.7,111.8,105.8,118.7,109.4,106.8
2020,Indiana Pacers*,107.2,106.9,112.0,107.3,102.9,114.4
2020,Chicago Bulls,111.8,111.3,110.4,111.3,115.0,113.3
2020,Detroit Pistons,113.4,116.3,113.6,110.1,106.3,117.8
2020,Cleveland Cavaliers,117.0,112.6,114.1,115.8,108.6,106.5
2020,Miami Heat*,107.3,107.5,109.1,108.4,112.3,108.3
2020,Orlando Magic*,109.6,119.1,109.9,112.3,110.8,119.7
2020,Charlotte Hornets,114.8,107.6,109.9,109.2,114.8,108.4
2020,Washington Wizards,108.8,112.1,116.1,113.7,113.4,115.2
2020,Atlanta Hawks,112.1,117.1,117.5,115.0,106.5,107.3
2020,Western Conference,108.4,112.3,112.3,108.6,107.5,109.9
2020,Denver Nuggets*,110.8,114.8,109.1,108.3,109.6,119.1
2020,Oklahoma City Thunder*,119.7,109.2,108.4,108.8,116.1,117.5
2020,Utah Jazz*,107.6,109.9,113.4,112.1,115.0,114.8
2020,Portland Trail Blazers*,112.1,113.7,115.2,117.1,9.41,5.97
2020,Minnesota Timberwolves,5.83,1.63,2.59,2.25,-1.01,-0.93
2020,Los Angeles Lakers*,-7.03,-5.24,-4.00,-6.72,-4.38,-7.71
2020,Los Angeles Clippers*,-7.77,6.28,6.66,2.35,3.13,2.33
2020,Phoenix Suns,2.52,4.87,-0.61,-0.91,0.56,-0.65
2020,Sacramento Kings,-1.59,-0.55,-4.02,-8.12,5.97,5.83
2020,Golden State Warriors,2.25,-1.01,-6.72,9.41,1.63,-4.00
2020,Houston Rockets*,-4.38,-7.77,2.59,-0.93,-7.03,-5.24
2020,Dallas Mavericks*,-7.71,2.35,2.33,2.52,-0.61,-4.02
2020,Memphis Grizzlies,6.28,6.66,0.56,-1.59,-8.12,3.13
2020,San Antonio Spurs,4.87,-0.91,-0.65,-0.55,9.41,5.83
2021,Philadelphia 76ers*,49,48,46,41,41,40
2021,Brooklyn Nets*,36,34,34,33,31,27
2021,Milwaukee Bucks*,22,21,20,52,51,47
2021,New York Knicks*,47,42,42,42,39,38
2021,Atlanta Hawks*,33,31,31,23,22,17
2021,Miami Heat*,49,48,41,36,27,46
2021,Boston Celtics*,34,31,22,20,41,40
2021,Washington Wizards*,34,33,21,52,47,42
2021,Indiana Pacers,23,22,51,47,42,39
2021,Charlotte Hornets,31,42,38,33,31,17
2021,Chicago Bulls,52,47,23,24,26,31
2021,Toronto Raptors,31,32,36,38,38,39
2021,Cleveland Cavaliers,41,45,50,51,52,20
2021,Orlando Magic,21,25,25,30,30,30
2021,Detroit Pistons,33,34,39,41,41,49
2021,Utah Jazz*,50,55,23,24,31,36
2021,Phoenix Suns*,45,26,38,41,50,52
2021,Denver Nuggets*,31,32,38,39,51,20
2021,Los Angeles Clippers*,25,30,49,50,21,25
2021,Dallas Mavericks*,30,33,41,30,34,39
2021,Portland Trail Blazers*,41,55,20,25,.681,.667
2021,Los Angeles Lakers*,.639,.569,.569,.556,.500,.472
2021,Golden State Warriors,.472,.458,.431,.375,.306,.292
2021,Memphis Grizzlies*,.278,.722,.708,.653,.653,.583
2021,San Antonio Spurs,.583,.583,.542,.528,.458,.431
2021,New Orleans Pelicans,.431,.319,.306,.236,.681,.667
2021,Sacramento Kings,.569,.500,.375,.639,.472,.431
2021,Minnesota Timberwolves,.306,.278,.569,.556,.472,.458
2021,Oklahoma City Thunder,.292,.722,.653,.583,.319,.306
2021,Houston Rockets,.708,.653,.583,.542,.431,.583
2021,Eastern Conference,.528,.458,.431,.236,113.6,118.6
2021,Philadelphia 76ers*,120.1,107.0,113.7,108.1,112.6,116.6
2021,Brooklyn Nets*,115.3,109.5,110.7,111.3,103.8,104.0
2021,New York Knicks*,106.6,116.4,115.3,115.1,114.0,112.4
2021,Boston Celtics*,116.1,109.5,113.7,113.3,111.1,114.6
2021,Toronto Raptors,113.7,112.1,105.0,108.8,113.6,118.6
2021,Milwaukee Bucks*,107.0,112.6,111.3,120.1,115.3,110.7
2021,Indiana Pacers,103.8,106.6,113.7,108.1,116.6,109.5
2021,Chicago Bulls,104.0,116.4,115.1,116.1,112.1,105.0
2021,Cleveland Cavaliers,115.3,114.0,109.5,113.7,113.7,112.4
2021,Detroit Pistons,113.3,111.1,114.6,108.8,108.1,114.1
2021,Atlanta Hawks*,114.2,104.7,111.4,108.0,111.2,118.5
2021,Miami Heat*,115.3,111.4,111.6,111.7,112.3,113.3
2021,Washington Wizards*,111.1,107.2,109.5,110.1,107.8,110.2
2021,Charlotte Hornets,114.3,106.8,112.7,112.3,112.8,114.9
2021,Orlando Magic,117.4,117.7,115.6,116.7,108.1,114.1
2021,Western Conference,104.7,111.2,111.7,114.2,115.3,111.6
2021,Utah Jazz*,112.3,111.1,111.4,108.0,118.5,111.4
2021,Denver Nuggets*,113.3,107.2,110.1,114.3,117.7,115.6
2021,Portland Trail Blazers*,109.5,107.8,106.8,112.7,117.4,110.2
2021,Minnesota Timberwolves,112.3,112.8,114.9,116.7,5.28,4.24
2021,Oklahoma City Thunder,5.57,2.13,2.14,-0.06,1.32,-1.85
2021,Phoenix Suns*,-0.13,-1.94,-0.94,-0.54,-8.19,-9.02
2021,Los Angeles Clippers*,-4.38,8.97,5.67,4.82,6.02,2.26
2021,Los Angeles Lakers*,1.81,2.77,1.10,1.07,-1.58,-0.20
2021,Golden State Warriors,-3.45,-5.25,-10.13,-7.50,5.28,4.24
2021,Sacramento Kings,2.13,1.32,-0.54,5.57,-0.13,-0.94
2021,Dallas Mavericks*,-8.19,-4.38,2.14,-0.06,-1.85,-1.94
2021,Memphis Grizzlies*,-9.02,8.97,4.82,1.81,-5.25,-10.13
2021,San Antonio Spurs,5.67,6.02,2.77,1.10,-3.45,2.26
2021,New Orleans Pelicans,1.07,-1.58,-0.20,-7.50,8.97,6.02
2022,Miami Heat*,53,51,51,51,48,46
2022,Boston Celtics*,44,44,43,43,37,35
2022,Milwaukee Bucks*,25,23,22,64,56,53
2022,Philadelphia 76ers*,52,49,48,46,42,36
2022,Toronto Raptors*,34,33,30,27,24,20
2022,Chicago Bulls*,51,51,48,44,37,51
2022,Brooklyn Nets*,46,44,25,23,53,43
2022,Cleveland Cavaliers,43,35,22,49,48,46
2022,Atlanta Hawks*,27,24,64,53,42,33
2022,Charlotte Hornets,30,56,52,36,34,20
2022,New York Knicks,51,64,29,31,31,31
2022,Washington Wizards,34,36,38,38,39,39
2022,Indiana Pacers,45,47,57,59,60,18
2022,Detroit Pistons,26,29,30,33,34,36
2022,Orlando Magic,40,46,48,49,52,55
2022,Phoenix Suns*,58,62,31,31,34,38
2022,Memphis Grizzlies*,45,31,36,38,57,59
2022,Golden State Warriors*,29,39,39,47,60,33
2022,Dallas Mavericks*,34,36,55,58,18,29
2022,Utah Jazz*,40,49,52,26,30,46
2022,Denver Nuggets*,48,62,31,18,.646,.622
2022,Minnesota Timberwolves*,.622,.622,.585,.561,.537,.537
2022,Los Angeles Clippers,.524,.524,.451,.427,.305,.280
2022,New Orleans Pelicans*,.268,.780,.683,.646,.634,.598
2022,San Antonio Spurs,.585,.561,.512,.439,.415,.402
2022,Los Angeles Lakers,.366,.329,.293,.244,.622,.622
2022,Sacramento Kings,.585,.537,.451,.622,.561,.537
2022,Portland Trail Blazers,.305,.280,.646,.524,.524,.427
2022,Oklahoma City Thunder,.268,.598,.585,.561,.329,.293
2022,Houston Rockets,.780,.646,.512,.402,.366,.683
2022,Eastern Conference,.634,.439,.415,.244,110.0,111.8
2022,Boston Celtics*,115.5,109.9,109.4,111.6,112.9,107.8
2022,Philadelphia 76ers*,113.9,115.3,106.5,108.6,111.5,104.8
2022,Toronto Raptors*,104.2,114.8,115.6,111.0,108.0,113.6
2022,Brooklyn Nets*,112.7,115.9,108.4,109.3,113.2,112.1
2022,New York Knicks,110.3,106.2,103.7,109.7,111.8,109.9
2022,Milwaukee Bucks*,109.4,112.9,106.5,115.5,111.6,107.8
2022,Chicago Bulls*,111.5,104.8,110.0,113.9,115.3,108.6
2022,Cleveland Cavaliers,104.2,113.6,112.7,115.9,106.2,103.7
2022,Indiana Pacers,114.8,111.0,108.4,112.1,110.3,115.6
2022,Detroit Pistons,108.0,109.3,113.2,109.7,105.6,104.5
2022,Miami Heat*,112.1,107.3,107.1,112.0,112.1,105.7
2022,Atlanta Hawks*,112.4,114.9,106.6,112.0,114.9,112.5
2022,Charlotte Hornets,112.2,107.3,109.9,105.5,104.7,107.6
2022,Washington Wizards,110.4,113.3,108.4,110.3,113.0,115.1
2022,Orlando Magic,115.8,115.1,111.8,118.2,104.5,107.3
2022,Western Conference,107.1,112.1,106.6,112.1,112.0,105.7
2022,Utah Jazz*,114.9,112.5,105.6,112.4,114.9,112.0
2022,Denver Nuggets*,112.2,107.6,110.4,113.3,115.1,111.8
2022,Minnesota Timberwolves*,107.3,105.5,108.4,115.1,115.8,109.9
2022,Portland Trail Blazers,104.7,110.3,113.0,118.2,4.23,7.02
2022,Oklahoma City Thunder,3.22,2.57,2.38,-0.38,0.82,2.04
2022,Phoenix Suns*,1.55,0.53,-0.01,-3.23,-3.26,-7.36
2022,Golden State Warriors*,-7.67,6.94,5.37,5.52,3.12,5.67
2022,Los Angeles Clippers,2.16,2.53,0.09,-0.84,0.02,-3.08
2022,Los Angeles Lakers,-5.26,-8.55,-7.90,-8.26,7.02,2.57
2022,Sacramento Kings,2.38,0.82,-0.01,3.22,-0.38,2.04
2022,Memphis Grizzlies*,-3.26,-7.36,4.23,1.55,0.53,-3.23
2022,Dallas Mavericks*,-7.67,5.67,2.16,2.53,-8.55,-7.90
2022,New Orleans Pelicans*,6.94,5.52,0.09,-3.08,-5.26,5.37
2022,San Antonio Spurs,3.12,-0.84,0.02,-8.26,7.02,6.94
